-0.793552,-0.636101,-0.287257,-0.17555,-0.569427,-0.549704,-0.56936,-0.704579,-0.482569,-0.661216,-0.561783,-0.269103,-0.537555,-0.523982,-0.755824,-0.620326,-0.164123,-0.290925,-0.542548
-0.557599,-0.312459,-0.372578,-0.211178,-0.578364,-0.321423,-0.447732,-0.400569,0.122306,-0.34287,-0.281107,0.167636,-0.714069,-0.117514,-0.43343,-0.344301,0.084511,0.010769,-0.358275
-0.816905,-0.640179,-0.408364,-0.298554,-0.534588,-0.698111,-0.49813,-0.470674,-0.508206,-0.34975,-0.223556,-0.208025,-0.602453,-0.77812,-0.724192,-0.304215,-0.4378,-0.272587,-0.524098
-0.415799,-0.456104,-0.456035,-0.401486,-0.529989,-0.671035,-0.193132,-0.107956,-0.354209,-0.074828,0.073115,-0.11564,-0.668017,-0.6513,-0.326759,-0.280715,-0.491969,-0.217675,-0.228118
-0.796884,-0.350566,-0.154777,-0.349554,-0.616585,-0.284528,-0.334105,-0.696112,0.011194,-0.583135,-0.535816,0.004199,-0.681839,-0.357435,-0.397498,-0.700912,0.124158,0.0846,-0.693431
-0.56543,-0.585138,-0.292606,-0.171459,-0.709193,-0.167437,0.404277,-0.377313,-0.082857,-0.773088,-0.463972,-0.514823,0.084894,-0.620754,-0.483446,-0.20399,-0.513928,-0.45081,-0.731689
-0.607547,-0.456441,-0.163447,-0.484168,-0.709748,-0.576787,0.074788,-0.484133,0.18573,-0.505768,-0.592794,-0.115047,-0.468345,-0.229031,-0.390801,-0.470777,0.263768,-0.082912,-0.745911
-0.532513,-0.642725,-0.412811,-0.063106,-0.541419,-0.105598,0.304063,-0.528038,-0.181915,-0.47689,-0.372891,-0.404565,-0.070167,-0.576664,-0.341331,-0.259717,-0.362604,-0.358353,-0.606531
-0.769521,-0.391455,-0.087254,-0.303961,-0.592178,-0.218857,-0.037059,-0.539859,0.055666,-0.522157,-0.482569,-0.084209,-0.755134,-0.339411,-0.28046,-0.545514,0.092467,-0.197672,-0.769721
-0.60618,-0.081389,-0.024913,-0.3704,-0.567851,-0.448582,-0.078895,-0.244669,0.1059,-0.261579,-0.323918,-0.065819,-0.369638,-0.241972,-0.243903,-0.608032,0.095057,-0.16156,-0.725455
-0.749427,-0.652195,-0.013767,-0.439397,-0.674356,0.090847,0.415247,-0.708014,0.088432,-0.506578,-0.66505,-0.41947,-0.283815,-0.473881,-0.363153,-0.563823,-0.004976,-0.385732,-0.836561
-0.55488,0.163704,-0.16298,-0.423402,-0.716549,-0.743868,-0.325823,-0.174075,0.178543,-0.288953,-0.23782,0.061422,-0.471792,-0.151014,-0.568475,-0.562133,0.040382,-0.052847,-0.567874
-0.594525,-0.224159,0.159868,-0.224175,-0.52811,-0.804873,-0.322666,-0.58339,-0.054638,-0.402996,-0.339444,-0.056147,-0.601607,-0.300054,-0.309977,-0.682385,0.046293,-0.2505,-0.605036
-0.856,-0.267287,-0.057212,-0.43056,-0.503711,-0.325068,-0.23206,-0.584686,-0.026496,-0.508251,-0.456971,0.00101,-0.725017,-0.30565,-0.251723,-0.640635,0.123046,0.097368,-0.691203
-0.918944,-0.513443,-0.027341,-0.301842,-0.482506,-0.064985,0.062362,-0.549276,-0.090392,-0.563554,-0.576004,-0.28063,-0.802423,-0.424683,-0.239445,-0.723233,0.026135,-0.090419,-0.927333
-0.454432,0.063177,0.009221,-0.516879,-0.710756,-0.67911,-0.428334,-0.18758,0.266323,0.165062,-0.201965,0.234671,-0.817894,0.018187,-0.441604,-0.453734,0.257836,-0.036709,-0.407841
-0.749529,-0.471905,-0.28465,-0.144486,-0.534596,0.097859,0.211826,-0.526645,-0.096744,-0.621859,-0.564887,-0.415089,-0.516473,-0.63773,-0.335987,-0.699161,-0.179174,-0.2275,-0.854511
-0.612106,-0.02683,-0.127098,-0.242179,-0.49641,-0.507811,0.131701,-0.376141,0.086484,-0.206432,-0.39576,-0.058944,-0.269008,-0.44871,-0.262871,-0.514688,-0.049144,-0.32527,-0.640147
-0.530597,-0.24895,-0.360651,-0.106203,-0.25147,-0.495645,-0.145144,-0.459429,-0.013059,-0.371477,-0.096394,-0.021977,-0.328622,-0.566428,-0.32534,-0.458173,-0.386301,-0.269483,-0.493697
-0.314426,0.095727,-0.51379,-0.496708,-0.575103,-0.350641,-0.386772,-0.346195,-0.0096,0.099626,0.310597,0.200034,-0.74016,-0.32169,-0.199931,-0.343131,-0.541697,0.107191,0.125705
-0.762042,-0.459786,-0.259275,-0.102763,-0.586625,-0.841859,0.164014,-0.42842,-0.118548,-0.433821,-0.41981,-0.395042,-0.352037,-0.718604,-0.47969,-0.477202,-0.337071,-0.35178,-0.806273
-0.688439,-0.317717,-0.392564,-0.06951,-0.586619,-0.328781,0.14089,-0.258266,-0.084905,-0.333207,-0.206549,-0.268199,-0.120668,-0.618595,-0.356704,-0.454634,-0.233916,-0.342005,-0.659184
-0.695641,-0.175005,0.080596,-0.230978,-0.711537,-0.162175,0.011665,-0.553665,0.089142,-0.534792,-0.505095,-0.090201,-0.396014,-0.316385,-0.441317,-0.645444,0.002802,-0.227281,-0.788919
-0.71306,-0.438773,-0.255009,-0.079655,-0.603829,-0.552525,0.106527,-0.400369,-0.058235,-0.447675,-0.435927,-0.338455,-0.352316,-0.609708,-0.501099,-0.464602,-0.233785,-0.332865,-0.775217
-0.652313,-0.324592,-0.464429,-0.14499,-0.571424,-0.506796,-0.15432,-0.390201,0.036892,-0.29942,-0.208979,-0.065317,-0.404775,-0.567409,-0.362365,-0.207822,-0.287867,-0.186886,-0.477705
-0.802782,-0.318078,-0.159581,0.001301,-0.554786,-0.173101,0.093004,-0.521215,-0.049723,-0.48505,-0.404916,-0.31246,-0.477412,-0.689306,-0.437744,-0.77388,-0.209354,-0.281526,-0.783539
-0.608226,-0.116119,0.032926,-0.345952,-0.718924,-0.558346,0.047677,-0.402108,0.173921,-0.564319,-0.528459,-0.034492,-0.392493,-0.338039,-0.565967,-0.656794,0.069825,-0.234813,-0.695115
-0.753181,-0.255585,-0.143152,-0.25185,-0.59974,-0.2952,0.060272,-0.470293,0.069285,-0.193349,-0.253699,-0.135249,-0.278642,-0.12689,-0.327612,-0.436518,-0.078306,-0.184436,-0.661408
-0.769735,-0.4679,-0.233478,-0.127003,-0.588499,-0.831869,0.174117,-0.411265,-0.138341,-0.419867,-0.423281,-0.37416,-0.345959,-0.621984,-0.46805,-0.405787,-0.297658,-0.349048,-0.833209
-0.65584,-0.178636,-0.272312,-0.175068,-0.534192,-0.727563,-0.370932,-0.399208,0.042979,-0.443342,-0.205633,0.09379,-0.437014,-0.608264,-0.467425,-0.608175,-0.044772,-0.047151,-0.474726
