0,0,0,0,-0.668359,-0.65497
0,0,0,0,-0.596662,-0.647571
0,0,0,0,-0.749733,-0.724867
0,0,0,0,-0.484448,-0.731039
0,0,0,0,-0.628177,-0.626836
0,0,0,0,-0.015157,0.028009
0,0,0,0,-0.232522,-0.550071
0,0,0,0,-0.11418,-0.517962
0,0,0,0,-0.384257,-0.621249
0,0,0,0,-0.203054,-0.565239
0,0,0,0,-0.154869,-0.374223
0,0,0,0,-0.393474,-0.353711
0,0,0,0,-0.506416,-0.533363
0,0,0,0,-0.592003,-0.589247
0,0,0,0,-0.357637,-0.591852
0,0,0,0,-0.527943,-0.742661
0,0,0,0,-0.189813,-0.511514
0,0,0,0,-0.098057,-0.428187
0,0,0,0,-0.365581,-0.596373
1,0,0,0,-0.6522,-0.699672
1,0,0,0,-0.147815,-0.540998
1,0,0,0,-0.114487,-0.523387
1,0,0,0,-0.183037,-0.523335
1,0,0,0,-0.1809,-0.513975
1,0,0,0,-0.339819,-0.56877
1,0,0,0,-0.206508,-0.623651
1,0,0,0,-0.282488,-0.464926
1,0,0,0,-0.307427,-0.492776
1,0,0,0,-0.205504,-0.537062
1,0,0,0,-0.615773,-0.336773
1,0,0,0,-0.48273,-0.514333
1,0,0,0,-0.515372,-0.473545
1,0,0,0,-0.49267,-0.687201
1,0,0,0,-0.333262,-0.472094
1,0,0,0,-0.400021,-0.333527
1,0,0,0,-0.788196,-0.872592
1,0,0,0,-0.177552,-0.28797
1,0,0,0,-0.362505,-0.504283
1,0,0,0,-0.262947,-0.420872
1,0,0,0,-0.597064,-0.608168
1,0,0,0,-0.342349,-0.376232
1,0,0,0,-0.430819,-0.550325
1,0,0,0,0.038176,-0.269593
1,0,0,0,-0.534266,-0.66261
1,0,0,0,-0.411577,-0.52503
0,0,0,0,-0.183796,-0.406613
0,0,0,0,-0.26941,-0.33798
0,0,0,0,-0.040924,-0.368611
0,0,0,0,-0.316386,-0.515145
0,0,0,0,-0.105058,-0.37521
0,0,0,0,0.146238,-0.194427
0,0,0,0,-0.047996,-0.29349
0,0,0,0,-0.270988,-0.56255
0,0,0,0,-0.351293,-0.615093
0,0,0,0,0.138375,-0.334576
0,0,0,0,-0.157581,-0.456009
0,0,0,0,-0.116984,-0.43235
0,0,0,0,0.055245,-0.190162
0,0,0,0,0.124919,-0.37095
0,0,0,0,-0.015994,-0.457007
0,0,0,0,-0.032431,-0.198079
0,0,0,0,-0.101773,-0.542934
0,0,0,0,-0.095416,-0.248678
0,0,0,0,-0.057921,-0.311037
0,0,0,0,-0.166116,-0.439244
0,0,0,0,-0.096082,-0.295418
0,0,0,0,-0.101785,-0.32351
0,0,0,0,0.040596,-0.545159
0,0,0,0,-0.314555,-0.29019
1,0,0,0,-0.371157,-0.357112
1,0,0,0,0.128509,-0.358022
1,0,0,0,0.010119,-0.37171
1,0,0,0,-0.40666,-0.403301
1,0,0,0,-0.35285,-0.336462
